"schid","name","enroll","male_per","frpl_per","sped_per","lep_per","gifted_per","lea_id","id_type","title1_status","title3_program_type","type","poverty_desig","year"
"34","Simpson",177,0.431586232180673,0.14015587990255,0.0769983628795791,0.0135998639090272,0.393202769505103,"0001","Local","SWELIGNOPROG","StructuredEnglishImmersion","K12School","Neither","2009"
"35","Cold Springs",130,0.240838212877363,0.274034083687736,0.0239103971520451,0.0992827126717999,0.415929782295962,"0001","Local","SWELIGSWPROG","ShelteredEnglishInstruction","K12School","Neither","2009"
"36","Midlands",196,0.555617051298449,0.460261420891924,0.199950016254567,0.143841949435882,0.158197991338814,"0001","Local","TGELGBNOPROG","TransitionalBilingual","K12School","HighQuartile","2009"
"37","Burton",523,0.488876275260175,0.275566771386231,0.210648610075518,0.0167398846860627,0.187542208116688,"0001","Local","SWELIGSWPROG","StructuredEnglishImmersion","K12School","Neither","2009"
"38","Olivero",118,0.640921082159566,0.315014676651282,0.0961000019433417,0.0595415896200575,0.102521026740206,"0001","Local","TGELGBTGPROG","DevelopmentalBilingual","K12School","Neither","2009"
"39","Unity",102,0.452928135312467,0.166605810287874,0.0167803145864606,0.162830477504758,0.346506068526441,"0001","Local","SWELIGNOPROG","TwoWayImmersion","K12School","Neither","2009"
"40","Willow Creek",124,0.542535972654607,0.433919607833916,0.0643252159065789,0.0379656080207349,0.217533961672643,"0001","Local","SWELIGTGPROG","DevelopmentalBilingual","K12School","HighQuartile","2009"
"41","Elk Grove",214,0.60282984957926,0.80974657846905,0.295721736878533,0.0505901544971857,0.0339989978237843,"0001","Local","NOTTITLE1ELIG","DualLanguage","K12School","HighQuartile","2009"
"42","Finch",275,0.498144041697402,0.117212636558159,0.0755361908611325,0.0569246469706098,0.180312177221927,"0001","Local","NOTTITLE1ELIG","Other","K12School","LowQuartile","2009"
"43","Weston",87,0.465914452189012,0.298372697368318,0.136646020171556,0.136733700797195,0.158071760158639,"0001","Local","NOTTITLE1ELIG","SDAIE","K12School","Neither","2009"
"44","Crossroads",274,0.479245325094153,0.154591739720907,0.135346928375337,0.00807664028186171,0.225734507755655,"0001","Local","SWELIGTGPROG","TwoWayImmersion","CharterSchoolManagementOrganization","Neither","2009"
"45","Touchstone",235,0.431966393639163,0.136726335707227,0.0230144811060745,0.0212421597901266,0.166774835511991,"0001","Local","NOTTITLE1ELIG","ContentBasedESL","K12School","HighQuartile","2009"
"46","Carter ",77,0.583288895707385,0.287692634225127,0.104073651492334,0.0667037209732389,0.571637272732963,"0001","Local","SWELIGTGPROG","HeritageLanguage","K12School","Neither","2009"
"47","Eastbourne",242,0.395866708424287,0.703982449579761,0.0710751511739628,0.223084670772094,0.15382242828563,"0001","Local","TGELGBTGPROG","StructuredEnglishImmersion","K12School","Neither","2009"
"48","Wilson",1839,0.628840269728475,0.46225044129771,0.32038435393997,0.0841697377618821,0.014486926111169,"0001","Local","SWELIGSWPROG","Other","K12School","HighQuartile","2009"
"49","Clark",302,0.437402081463551,0.545253719764458,0.257936268173031,0.0772295487625524,0.306345603325105,"0001","Local","NOTTITLE1ELIG","PullOutESL","K12School","LowQuartile","2009"
"50","Warren",130,0.61602140699304,0.24925969216656,0.251544596053106,0.00975421280234267,0.195818111588773,"0001","Local","TGELGBNOPROG","ShelteredEnglishInstruction","K12School","Neither","2009"
"51","Dover Hills",251,0.50167330877682,0.409257164896255,0.223038855562381,0.225122829425042,0.171557555546751,"0001","Local","SWELIGNOPROG","PullOutESL","K12School","HighQuartile","2009"
"52","Leeds",126,0.491719850534918,0.449395609514055,0.184230725101067,0.000969337168494867,0.0773102335516258,"0001","Local","SWELIGTGPROG","TransitionalBilingual","K12School","LowQuartile","2009"
"53","Verndale",55,0.493469715818848,0.335383543485226,0.067434850270834,0.194105339145078,0.225479279192244,"0001","Local","TGELGBTGPROG","StructuredEnglishImmersion","K12School","LowQuartile","2009"
"54","Douglass",73,0.491781067908436,0.147438376860016,0.055907577615214,0.127075355021516,0.240039981619924,"0001","Local","NOTTITLE1ELIG","DevelopmentalBilingual","K12School","Neither","2009"
"55","Wright",151,0.608939209582428,0.95824772276022,0.143906577085885,0.0725373821888598,0.127851345135132,"0001","Local","TGELGBNOPROG","DevelopmentalBilingual","K12School","Neither","2009"
"56","Basswood",329,0.523072858376348,0.471578446933977,0.0534581260601269,0.0386181892885361,0.368722095371364,"0001","Local","TGELGBTGPROG","DualLanguage","K12School","Neither","2009"
"57","Camino",121,0.506387444948229,0.305531047174203,0.16685948875383,0.118680506401391,0.225553880913966,"0001","Local","TGELGBTGPROG","Other","K12School","HighQuartile","2009"
"58","Southbridge",1773,0.686338910041206,0.282546112705868,0.151819467646881,0.068763755398104,0.0826114028199563,"0001","Local","TGELGBNOPROG","ShelteredEnglishInstruction","K12School","HighQuartile","2009"
"59","East Harley",117,0.484953779489207,0.881040108981542,0.00722524214885728,0.212011635684923,0.0721275087294634,"0001","Local","SWELIGNOPROG","HeritageLanguage","K12School","Neither","2009"
"60","Cherry Hill",174,0.52900699305673,0.975533636049367,0.0413453002307695,0.144100779140135,0.0503200249001384,"0001","Local","SWELIGNOPROG","PullOutESL","K12School","Neither","2009"
"61","Pompano",250,0.48798762487284,0.212629821262288,0.0224319917786913,0.197750129072321,0.0674211870295269,"0001","Local","SWELIGNOPROG","TwoWayImmersion","K12School","HighQuartile","2009"
"62","Forest Heights",190,0.391864883449485,0.374085919258354,0.0843822672218022,0.00357605960572477,0.243301418001756,"0001","Local","NOTTITLE1ELIG","ShelteredEnglishInstruction","K12School","LowQuartile","2009"
"63","Duncan",1330,0.438649255325454,0.940123497165475,0.0956610517599165,0.34003521185829,0.293635743756808,"0001","Local","SWELIGTGPROG","TransitionalBilingual","K12School","LowQuartile","2009"
"64","George",301,0.631539145813738,0.101179852250802,0.180612670180693,0.0839254658139836,0.379295406453251,"0001","Local","NOTTITLE1ELIG","PullOutESL","K12School","HighQuartile","2009"
"65","Deer Corner",550,0.496669285618277,0.200891821977783,0.0257240852035637,0.106549124001462,0.124352453817763,"0001","Local","TGELGBNOPROG","TransitionalBilingual","K12School","Neither","2009"
"66","Phoenix",609,0.56790989632378,0.444277707207185,0.243750810836669,0.0495618893345818,0.273623772392875,"0001","Local","NOTTITLE1ELIG","SDAIE","K12School","Neither","2009"
"67","Avocet",269,0.472488014358703,0.308012097407406,0.105684526476485,0.199142589912751,0.271881265170154,"0001","Local","TGELGBNOPROG","SDAIE","K12School","LowQuartile","2009"
"68","Nyquist",126,0.560538216442367,0.744789821237602,0.215126568292669,0.135286510154278,0.173318500470571,"0001","Local","TGELGBTGPROG","HeritageLanguage","K12School","HighQuartile","2009"
"69","Ashmont",173,0.636099727740119,0.771081581473853,0.141134978716595,0.0366689637731061,0.100259987717727,"0001","Local","NOTTITLE1ELIG","TwoWayImmersion","K12School","Neither","2009"
"70","Perez",87,0.614684491773468,0.443415692202479,0.284883033437741,0.0818964995090143,0.220734959873449,"0001","Local","SWELIGTGPROG","Other","K12School","LowQuartile","2009"
"71","Rhodes",193,0.485192490883464,0.33842721464349,0.15412198184873,0.119301242171787,0.388516105547571,"0001","Local","TGELGBNOPROG","DevelopmentalBilingual","K12School","LowQuartile","2009"
"72","Truman",198,0.489661046248937,0.652795113323087,0.279522006367106,0.159188449489978,0.143196938495385,"0001","Local","SWELIGSWPROG","ContentBasedESL","K12School","HighQuartile","2009"
"73","Chestnut",216,0.598904469495682,0.0955348059337121,0.0158242613521706,0.108172472119305,0.390611174401856,"0001","Local","SWELIGNOPROG","SDAIE","K12School","LowQuartile","2009"
"74","Marvel",246,0.700462089638495,0.697780162870879,0.275081949915898,0.131024868639652,0.0958518609259701,"0001","Local","TGELGBNOPROG","Other","EducationOrganizationNetwork","HighQuartile","2009"
"75","Castle Rock",812,0.527876947201903,0.3517511808408,0.0708289553300327,0.0268806835339156,0.137922295567362,"0001","Local","TGELGBNOPROG","ContentBasedESL","K12School","LowQuartile","2009"
"76","Lookout Point",148,0.490306740740086,0.955617974466222,0.122627969946741,0.336308115655756,0.0812373969314792,"0001","Local","SWELIGNOPROG","StructuredEnglishImmersion","K12School","LowQuartile","2009"
"77","Briarfield",364,0.543476591296933,0.26010647667308,0.0288425564326255,0.00969007055618941,0.215473301293905,"0001","Local","SWELIGNOPROG","PullOutESL","K12School","Neither","2009"
"78","Kirkland",200,0.565361770094548,0.433553002126782,0.0883619485156945,0.0787356959114407,0.0908712014812045,"0001","Local","SWELIGTGPROG","Other","K12School","HighQuartile","2009"
"79","Beckham",724,0.493277870149102,0.271134476017228,0.120896210720869,0.0312048904236872,0.311109196989482,"0001","Local","SWELIGSWPROG","HeritageLanguage","K12School","LowQuartile","2009"
"80","Floral",96,0.569553473927833,0.517675402009066,0.319261260535316,0.154669795176014,0.12545654038096,"0001","Local","NOTTITLE1ELIG","ShelteredEnglishInstruction","K12School","LowQuartile","2009"
"81","Reyes",208,0.480941950051795,0.115138012135056,0.0504838125585636,0.155951097185025,0.330927945776797,"0001","Local","SWELIGNOPROG","ContentBasedESL","K12School","LowQuartile","2009"
"82","Marlowe",100,0.563214596376635,0.526493732353705,0.146478727117084,0.360959599418353,0.0978904592240767,"0001","Local","SWELIGTGPROG","Other","K12School","Neither","2009"
"83","Alonzo",130,0.509924421864076,0.616758029422259,0.167715370148166,0.0510747668961994,0.114482561346049,"0001","Local","TGELGBNOPROG","StructuredEnglishImmersion","K12School","Neither","2009"
"84","Gallant",123,0.43154748053693,0.0794670521515039,0.117648751514454,0.148384633407695,0.325941807777033,"0001","Local","TGELGBTGPROG","HeritageLanguage","K12School","LowQuartile","2009"
"85","Laughlin",896,0.665230730249265,0.282940647026467,0.182936859524168,0.00875984600216448,0.116160624537104,"0001","Local","TGELGBTGPROG","ShelteredEnglishInstruction","K12School","Neither","2009"
