"schid","name","enroll","male_per","frpl_per","sped_per","lep_per","gifted_per","lea_id","id_type","title1_status","title3_program_type","type","poverty_desig","year"
"37","Burton",535,0.461050662032492,0.153292807012082,0.231571052993042,0.0433292801078953,0.157960214829644,"0001","Local","SWELIGSWPROG","StructuredEnglishImmersion","K12School","Neither","2007"
"38","Olivero",133,0.615240092617747,0.231353381079287,0.156591704808558,0.0192291331789139,0.184769293336619,"0001","Local","TGELGBTGPROG","DevelopmentalBilingual","K12School","Neither","2007"
"39","Unity",122,0.465405965384444,0.0560372080340039,0.0434840094861577,0.171913020745851,0.339956195785496,"0001","Local","SWELIGNOPROG","TwoWayImmersion","K12School","Neither","2007"
"40","Willow Creek",129,0.555169312831639,0.434048945127441,0.0720132045497081,0.108320830989396,0.19419464148944,"0001","Local","SWELIGTGPROG","DevelopmentalBilingual","K12School","HighQuartile","2007"
"41","Elk Grove",214,0.584248402577743,0.874357583442884,0.318586585834539,0.0233007823770888,0.100385343469679,"0001","Local","NOTTITLE1ELIG","DualLanguage","K12School","HighQuartile","2007"
"42","Finch",265,0.517257952207002,0.225299717996861,0.100224417059367,0.0300406688459196,0.227255928162297,"0001","Local","NOTTITLE1ELIG","Other","K12School","LowQuartile","2007"
"43","Weston",80,0.502543512665614,0.397658238051665,0.125416469292669,0.135225811819546,0.164624774754399,"0001","Local","NOTTITLE1ELIG","SDAIE","K12School","Neither","2007"
"44","Crossroads",280,0.401288375261079,0.125916920697897,0.170506518341993,0.00561139984777734,0.224717952300414,"0001","Local","SWELIGTGPROG","TwoWayImmersion","CharterSchoolManagementOrganization","Neither","2007"
"45","Touchstone",249,0.441627615139106,0.170265482955017,0.0914256226585712,0.00230940516040827,0.172182376479775,"0001","Local","NOTTITLE1ELIG","ContentBasedESL","K12School","HighQuartile","2007"
"46","Carter ",57,0.616607191564322,0.211228299576521,0.0800428444948044,0.0768526948826295,0.569170056595409,"0001","Local","SWELIGTGPROG","HeritageLanguage","K12School","Neither","2007"
"47","Eastbourne",242,0.403968563623393,0.810538896880964,0.048806270236093,0.215128373674699,0.137313170797503,"0001","Local","TGELGBTGPROG","StructuredEnglishImmersion","K12School","Neither","2007"
"48","Wilson",1831,0.635112756725201,0.369591268738412,0.292892182973554,0.0633929580657181,0.0361172646417441,"0001","Local","SWELIGSWPROG","Other","K12School","HighQuartile","2007"
"49","Clark",281,0.453554727439747,0.620441060418967,0.229328512092713,0.173096041576937,0.283376543492106,"0001","Local","NOTTITLE1ELIG","PullOutESL","K12School","LowQuartile","2007"
"50","Warren",137,0.564863019825229,0.224037426605829,0.232091726051898,0.0941108949715272,0.233368163553441,"0001","Local","TGELGBNOPROG","ShelteredEnglishInstruction","K12School","Neither","2007"
"51","Dover Hills",264,0.476234538881896,0.403173255057473,0.262703580506754,0.196297134905529,0.051915584638482,"0001","Local","SWELIGNOPROG","PullOutESL","K12School","HighQuartile","2007"
"52","Leeds",119,0.528080729728854,0.452643679685566,0.157847386164459,0.00806141589437009,0.148576487167838,"0001","Local","SWELIGTGPROG","TransitionalBilingual","K12School","LowQuartile","2007"
"53","Verndale",93,0.51452099136106,0.332669754137785,0.0662049311094593,0.222059459398534,0.161368148068548,"0001","Local","TGELGBTGPROG","StructuredEnglishImmersion","K12School","LowQuartile","2007"
"54","Douglass",93,0.50247779029085,0.063101355199725,0.0763449567440401,0.0222347082530688,0.222954963605432,"0001","Local","NOTTITLE1ELIG","DevelopmentalBilingual","K12School","Neither","2007"
"55","Wright",138,0.578412412924482,0.97566654263518,0.127629350318521,0.0824286229525824,0.0578994560148567,"0001","Local","TGELGBNOPROG","DevelopmentalBilingual","K12School","Neither","2007"
"56","Basswood",335,0.513430165754111,0.4898164154533,0.0315650209265775,0.0201775183512696,0.372505243371701,"0001","Local","TGELGBTGPROG","DualLanguage","K12School","Neither","2007"
"57","Camino",103,0.525757680655804,0.371423423851782,0.149164885999151,0.103144887971672,0.253715905963,"0001","Local","TGELGBTGPROG","Other","K12School","HighQuartile","2007"
"58","Southbridge",1771,0.670597386071099,0.178905407758315,0.169513466062698,0.100226334308973,0.0522729614344703,"0001","Local","TGELGBNOPROG","ShelteredEnglishInstruction","K12School","HighQuartile","2007"
"59","East Harley",96,0.476782760372135,0.908805004593451,0.0394651006963476,0.157333344747509,0.0177009053466078,"0001","Local","SWELIGNOPROG","HeritageLanguage","K12School","Neither","2007"
"60","Cherry Hill",146,0.509316621483869,0.995718020929341,0.0415079287446633,0.00565395931631018,0.0184893890714207,"0001","Local","SWELIGNOPROG","PullOutESL","K12School","Neither","2007"
"61","Pompano",238,0.491858424138173,0.230086805841658,0.0386420337015537,0.175252659140926,0.08123486051008,"0001","Local","SWELIGNOPROG","TwoWayImmersion","K12School","HighQuartile","2007"
"62","Forest Heights",176,0.374305652893206,0.414676656565023,0.0582030949848226,0.150258930018172,0.254380170888479,"0001","Local","NOTTITLE1ELIG","ShelteredEnglishInstruction","K12School","LowQuartile","2007"
"63","Duncan",1309,0.391100417856263,0.926152171208523,0.0880348706375222,0.332751366548098,0.290810692179354,"0001","Local","SWELIGTGPROG","TransitionalBilingual","K12School","LowQuartile","2007"
"64","George",308,0.632937181588326,0.12973609780914,0.153765571725201,0.0869499421999893,0.365794852748469,"0001","Local","NOTTITLE1ELIG","PullOutESL","K12School","HighQuartile","2007"
"65","Deer Corner",525,0.490303013073258,0.252566261049504,0.0288027328208608,0.107871736017863,0.0944601670419516,"0001","Local","TGELGBNOPROG","TransitionalBilingual","K12School","Neither","2007"
"66","Phoenix",621,0.614912112417055,0.447212933890725,0.246022974570371,0.0503094119206071,0.331930458444191,"0001","Local","NOTTITLE1ELIG","SDAIE","K12School","Neither","2007"
"67","Avocet",290,0.449292142069922,0.336646602909196,0.102215048140281,0.217511455412068,0.269456482208919,"0001","Local","TGELGBNOPROG","SDAIE","K12School","LowQuartile","2007"
"68","Nyquist",141,0.562452567066738,0.703421589140843,0.233379346950356,0.172096510524973,0.182749564385251,"0001","Local","TGELGBTGPROG","HeritageLanguage","K12School","HighQuartile","2007"
"69","Ashmont",189,0.635120718929486,0.803743874578277,0.118687758990074,0.070465191561199,0.1485509583354,"0001","Local","NOTTITLE1ELIG","TwoWayImmersion","K12School","Neither","2007"
"70","Perez",111,0.645259155341478,0.531046647311137,0.338902187799336,0.0552759186396645,0.165376451497709,"0001","Local","SWELIGTGPROG","Other","K12School","LowQuartile","2007"
"71","Rhodes",194,0.48191199947825,0.191949420717158,0.0151628683220467,0.10409473351785,0.39379997258837,"0001","Local","TGELGBNOPROG","DevelopmentalBilingual","K12School","LowQuartile","2007"
"72","Truman",203,0.507155838915473,0.604486509867907,0.2791182882868,0.194523947214664,0.0213785997353533,"0001","Local","SWELIGSWPROG","ContentBasedESL","K12School","HighQuartile","2007"
"73","Chestnut",240,0.562510350280122,0.0241742004702415,0.168079776057275,0.1309557232874,0.38880542978349,"0001","Local","SWELIGNOPROG","SDAIE","K12School","LowQuartile","2007"
"74","Marvel",213,0.661291555179121,0.799043609313073,0.289842309818885,0.0120653742028802,0.0223697181716476,"0001","Local","TGELGBNOPROG","Other","EducationOrganizationNetwork","HighQuartile","2007"
"75","Castle Rock",799,0.546090417556695,0.282737863492412,0.0940891219336612,0.0645817733872201,0.203687244803875,"0001","Local","TGELGBNOPROG","ContentBasedESL","K12School","LowQuartile","2007"
"76","Lookout Point",169,0.487809917900324,0.950282541820574,0.110076886997624,0.329006373144653,0.092223134997512,"0001","Local","SWELIGNOPROG","StructuredEnglishImmersion","K12School","LowQuartile","2007"
"77","Briarfield",341,0.492850133310334,0.315540779189051,0.0970813695283141,0.0664505228612416,0.204275546617829,"0001","Local","SWELIGNOPROG","PullOutESL","K12School","Neither","2007"
"78","Kirkland",183,0.562534651131409,0.513607134294723,0.119013954502181,0.0434412453644126,0.0711309958788271,"0001","Local","SWELIGTGPROG","Other","K12School","HighQuartile","2007"
"79","Beckham",708,0.4572959156458,0.229243796090474,0.0968698796026362,0.108693170457846,0.305426819110164,"0001","Local","SWELIGSWPROG","HeritageLanguage","K12School","LowQuartile","2007"
"80","Floral",62,0.57970816035763,0.495353654100085,0.340649662854954,0.0574890978785697,0.0317402104142596,"0001","Local","NOTTITLE1ELIG","ShelteredEnglishInstruction","K12School","LowQuartile","2007"
"81","Reyes",184,0.443207778263801,0.186734785135639,0.0366517834121683,0.0211821377772211,0.286964855570599,"0001","Local","SWELIGNOPROG","ContentBasedESL","K12School","LowQuartile","2007"
"82","Marlowe",91,0.606001314701654,0.503834383128132,0.16228386895422,0.329204428223308,0.104418709475599,"0001","Local","SWELIGTGPROG","Other","K12School","Neither","2007"
"83","Alonzo",148,0.527997321763763,0.802391663083454,0.171208646141647,0.15859358780086,0.109508156209199,"0001","Local","TGELGBNOPROG","StructuredEnglishImmersion","K12School","Neither","2007"
"84","Gallant",129,0.4432677979299,0.129998740433842,0.126283785454007,0.00718093419107701,0.316670893661539,"0001","Local","TGELGBTGPROG","HeritageLanguage","K12School","LowQuartile","2007"
"85","Laughlin",904,0.637414793621005,0.262599881633398,0.161950881735319,0.0316924179747051,0.0979033629412902,"0001","Local","TGELGBTGPROG","ShelteredEnglishInstruction","K12School","Neither","2007"
